Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
80,75,85,65,60,55,83.75
75,70,85,65,60,55,81.5
75,70,85,60,55,55,81.5
75,70,85,60,55,50,81.5
70,65,80,60,50,50,78.5
70,65,80,55,50,50,78.5
70,65,80,55,50,45,78.5
65,60,80,55,50,45,75.5
65,60,75,55,50,45,75.5
65,60,75,55,50,45,74.75
60,55,75,55,50,45,73.25
60,55,75,55,50,45,73.25
15,10,75,55,50,45,34.5
15,10,75,55,50,45,34.25
15,10,75,55,50,45,34.25
15,10,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,75,55,50,45,34.25
10,5,70,55,50,45,34.0
10,5,70,55,50,45,33.5
10,5,70,55,50,45,33.5
10,5,70,55,50,45,33.5
10,5,70,55,50,45,33.5
10,5,70,55,50,45,33.5
10,5,70,50,50,45,33.5
10,5,70,50,50,45,33.5
10,5,70,10,10,10,33.5
10,5,70,10,10,10,33.5
10,5,70,10,10,10,33.5
10,5,70,10,10,10,33.5
10,5,70,10,10,10,33.5
10,5,70,10,10,10,33.5
10,5,70,10,10,10,33.5
10,5,70,10,10,10,33.0
10,5,55,10,10,10,32.25
10,5,55,10,10,10,31.5
10,5,55,10,10,10,29.5
10,5,55,10,10,10,29.5
