comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Tuto presidente es el único capacitado para sacar a Bolivia de la profunda crisis económica social política libertad,10,5,80,60,55,50,33.0,1
Tuto presidente YJP vicepresidente este 19 de octubre voto inteligente Tuto presidente,10,5,75,60,55,50,32.25,1
"TUTO PRESIDENTE, JP vicepresidente",10,5,75,55,50,45,34.25,0
Paz y Lara ganará mí voto es para ellos,10,5,70,55,50,45,33.5,0
Lara y Paz ganarian sin debates ✔️🇧🇴🇧🇴🇧🇴🇧🇴💪💪,10,5,70,55,50,45,33.5,0
TUTO PRESIDENTE,10,5,75,55,50,45,34.25,0
Tuto y JP. los mejores candidatos para Bolivia LIBRE,10,5,75,55,50,45,34.25,0
Tuto propuestas,10,5,70,50,50,45,34.5,0
Que lara cojudo estás viendo la situación y vez las futuras generaciones y tienes hijos o tienes pega seguro y pensa,65,60,70,10,10,10,74.75,-1
O dinero por que no le cuestionan a el que hizo y también porque regalo lo que regalo por abajo cuanto le pagaron ???,60,55,75,10,10,10,73.25,-1
Vomito del dictador Asesino Vancer,80,75,85,10,10,10,83.75,-1
Tuto kewa masista socialista disfrazado,75,70,85,10,10,10,81.5,-1
NO AY OTRO UNICOS PAZ Y LARA,10,5,70,55,50,45,33.5,0
Tuto debe dar un paso al costado por haber Sido derrotado en la primera vuelta,15,10,55,60,50,55,31.5,1
Rodrigo Paz Presidente,10,5,70,55,50,45,33.5,0
Vamos Lara con dios todo es posible,10,5,70,55,50,45,33.5,0
Voto inteligente capitán Lara y Rodrigo presidente la única opción ganadora,10,5,70,55,50,45,33.5,0
Adelante capitan lara,10,5,70,55,50,45,33.5,0
Tuto presidente,10,5,75,55,50,45,34.25,0
Tuto presidente....,10,5,75,55,50,45,34.25,0
Paz y Lara precedinte jjjjjjj,10,5,70,55,50,45,33.5,0
🇧🇴🇧🇴🇧🇴 TUTO PRESIDENTE,10,5,75,55,50,45,34.25,0
Tuto toda la vida lo mejor para sacar a Bolivia adelante!!!,10,5,75,55,50,45,34.25,0
TUTO PRESIDENTE,10,5,75,55,50,45,34.25,0
Tuto Quiroga presidente viva la libertad viva la democracia que dios lo bendiga siempre bendiciones para su familia bendiciones,10,5,75,55,50,45,34.25,0
Si apoyas a Rodrigo..hay muchos intereses..de .y los cabecillas .es por qué ya tienen asegurados..las pegas..y si botas por tuto es igual..en conclusión el país es el que se queda igual ..cualquiera que entren toda esa gentusa que actualmente están en la administración del estado no cambiará.,15,10,55,50,50,50,34.0,0
Adelante con TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🟥🟨🟩🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🟥🟨🟩 para BOLIVIA LIBRE SOBERANA CON TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴🇧🇴,10,5,75,55,50,45,34.25,0
ES CON TUTO FUTURO PRESIDENTE 💪🇧🇴,10,5,75,55,50,45,34.25,0
TUTO PRESIDENTE,10,5,75,55,50,45,34.25,0
Paz Lara presidente,10,5,70,55,50,45,33.5,0
.quiere gobernar sobre un estado corrupto..no sirve..¡¡¡,65,60,75,10,10,10,75.5,-1
"El PUEBLO debe de participar este 19 de octubre CON EL VOTO CASTIGO, porque estos dos titeres del imperio, NO tienen un priyecto de gobierno, lo que tienen es odio hacia los campesinos.",70,65,80,10,10,10,78.5,-1
RODRIGO YA TE GANASTE AL PUEBLO ..AFUERA LOS LOGIEROS PILLOS,70,65,80,10,10,10,78.5,-1
No hay necesidad de devate porque tuto abla solo de Evo Evo ya acobarda su discurso,60,55,75,10,10,10,73.25,-1
Elque pide devate es diablo S...despues de la riña de gallos..diblo se va con la plata..,65,60,75,10,10,10,75.5,-1
TUTO POLITICO VIEJO NO HISO NADA BUENO POR EL PAIS,75,70,85,10,10,10,81.5,-1
🤔basta! De tonterías estés debates no sirven para solo es una chacota personal cómo en una cantina se dicen cosas qué no nos importa a la población tse es un alcahuete más de esto para que estos ladrones se instalen en el palacio para terminar de robar 👍,75,70,85,10,10,10,81.5,-1
Gracias lara por ser tan opa ya te sentias ganador te cagaste antes limpiarte viva el Kiko presidente.,70,65,80,10,10,10,78.5,-1
TUTO Presidente lo mejor para Bolivia,10,5,75,55,50,45,34.25,0
RODRIGO Y LARA PRESIDENTE,10,5,70,55,50,45,33.5,0
"En el debate,se aclaran si son buenos para el gobierno y si no chauu lara.",15,10,55,65,60,55,29.5,1
Basta de la escapadera. 😀,10,5,70,55,50,45,33.5,0
Tuto presidente.,10,5,75,55,50,45,34.25,0
Debia haber tres debates. Primero de los dos candidatos ala presidencia después de vicepresidente y después último debate del presidente y vicepresidente. Ay se va ver si tiene bien planeado para el país,15,10,55,65,60,55,29.5,1
Paz precidente,10,5,70,55,50,45,33.5,0
TUTO Y JP PRESIDENTE,10,5,75,55,50,45,34.25,0
TUTO presidente,10,5,75,55,50,45,34.25,0
Tuto presidente salvará Bolivia,10,5,75,55,50,45,34.25,0
❤️💛💚RODRIGO PAZ -EDMAN LARA💪🏻👍🏻🇵 🇷 🇪 🇸 🇮 🇩 🇪 🇳 🇹 Е❤️💛💚✅ VAMOS 🇧🇴✅👍👍hasta la victoria PDC 🇧🇴🇧🇴,10,5,70,55,50,45,33.5,0
PAZ Y LARA PRESIDENTE 💪,10,5,70,55,50,45,33.5,0
