Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
80,75,85,70,60,60,83.75
80,75,85,70,60,60,81.5
75,70,85,70,60,60,81.5
75,70,85,70,60,55,81.5
75,70,85,70,60,55,81.5
75,70,80,70,60,55,80.75
75,70,80,70,60,55,80.75
75,70,80,70,60,55,80.75
75,70,80,70,60,55,80.75
75,70,80,70,60,55,80.0
70,65,80,70,60,55,78.5
70,65,80,70,60,55,78.5
70,65,80,70,60,55,78.5
70,65,80,70,60,55,78.5
70,65,80,70,60,55,78.5
70,65,80,70,60,55,78.5
70,65,80,70,60,55,77.75
70,65,80,70,60,55,77.5
65,60,80,70,60,55,76.25
65,60,80,70,60,55,76.25
65,60,75,70,60,55,76.25
65,60,75,70,60,55,76.25
65,60,75,70,60,55,75.5
65,60,75,70,60,55,75.5
65,60,75,65,60,55,75.5
65,60,75,65,60,55,75.5
65,60,75,65,60,55,75.5
65,60,75,65,60,55,75.5
65,60,75,65,60,55,74.75
65,60,75,65,60,55,74.75
65,60,75,65,60,55,73.5
65,60,75,65,60,50,73.5
60,55,75,65,55,50,73.25
60,55,75,60,55,50,73.25
60,55,75,60,55,50,73.25
60,55,75,60,55,50,73.25
60,55,75,60,55,50,73.25
60,55,75,60,55,50,73.25
60,55,75,60,50,50,73.25
60,55,75,55,50,50,73.25
60,55,75,55,50,45,72.5
60,55,75,55,50,45,72.5
60,55,75,55,50,45,72.5
60,55,75,50,45,40,71.75
60,55,70,50,45,40,71.25
60,55,70,50,45,40,71.25
60,55,70,25,20,25,71.25
60,55,70,20,15,20,70.25
60,55,70,20,15,20,69.75
55,50,70,15,15,15,69.0
55,50,70,15,15,15,68.75
55,50,70,15,15,15,64.0
40,35,70,15,15,15,61.25
40,35,70,15,15,15,60.5
30,25,65,15,10,15,41.25
25,20,65,15,10,15,37.0
25,20,60,15,10,10,36.5
25,20,55,10,10,10,36.0
25,20,55,10,10,10,34.25
20,15,55,10,10,10,34.25
20,15,55,10,10,10,34.0
20,15,55,10,10,10,34.0
20,15,55,10,10,10,34.0
20,15,55,10,10,10,33.75
20,15,55,10,10,10,33.5
20,15,55,10,10,10,33.0
20,15,55,10,10,10,32.5
20,15,55,10,10,10,32.5
20,15,55,10,10,10,32.0
20,15,55,10,10,10,31.75
20,15,55,10,10,10,31.5
20,15,55,10,10,10,31.0
20,15,55,10,10,10,30.75
15,10,55,10,10,10,30.75
15,10,55,10,10,10,30.75
15,10,55,10,10,10,30.75
15,10,55,10,10,10,30.75
15,10,55,10,10,10,30.75
15,10,55,10,10,10,30.75
15,10,55,10,10,10,29.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
15,10,55,10,10,10,28.5
10,5,50,10,10,10,28.5
10,5,50,10,10,10,28.5
10,5,50,10,10,10,28.5
10,5,50,10,10,10,28.0
10,5,50,10,10,10,28.0
10,5,50,10,10,10,27.75
10,5,50,10,10,10,27.25
10,5,50,10,10,10,27.25
10,5,50,10,10,10,26.25
