Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
65,70,90,60,55,50,77.0
65,70,90,60,55,50,75.0
60,65,85,60,55,45,72.75
60,65,85,60,55,45,72.0
60,65,85,60,55,45,72.0
60,65,85,60,55,45,71.5
60,65,85,60,55,45,71.25
55,60,85,60,55,45,69.25
55,60,85,60,55,45,68.5
55,60,85,60,55,45,67.75
55,60,85,60,55,45,67.75
55,60,85,60,55,45,67.75
55,60,85,60,55,45,67.75
55,60,85,60,55,45,67.75
55,60,85,60,55,45,67.0
55,60,85,60,55,45,65.75
50,55,85,60,55,45,65.5
50,55,80,60,55,45,65.5
50,55,80,60,55,45,65.5
50,55,80,60,55,45,65.5
50,55,80,60,55,45,64.75
50,55,80,60,55,45,63.5
50,55,80,60,55,45,63.5
50,55,80,60,55,45,63.5
50,55,80,55,50,45,62.75
50,50,80,55,50,45,62.5
45,50,80,55,45,45,62.25
45,45,80,55,45,45,60.5
45,40,80,50,45,45,59.25
45,40,80,50,45,45,58.5
45,40,80,50,45,45,58.5
45,40,80,50,40,45,58.5
45,40,80,50,40,45,58.5
45,40,80,50,40,45,58.5
45,40,80,50,40,45,57.75
45,40,80,50,40,45,57.0
40,35,80,45,40,45,55.5
40,35,80,45,40,45,55.5
40,35,80,45,40,45,54.75
40,35,80,45,40,45,54.75
35,30,80,45,40,40,51.25
35,30,80,45,40,40,51.25
35,30,80,45,40,40,51.25
35,30,80,45,40,40,51.25
35,30,80,45,35,40,51.25
35,30,80,45,35,40,51.25
35,30,80,45,35,40,50.5
35,30,80,40,35,40,50.5
35,30,80,40,35,40,50.0
35,30,75,40,35,40,50.0
35,30,75,40,35,40,49.25
30,25,75,40,35,40,48.25
30,25,75,40,35,40,47.75
30,25,75,40,35,40,47.0
30,25,75,40,35,40,46.25
30,25,75,40,35,40,45.5
30,25,75,40,35,35,45.25
25,20,75,40,35,35,44.75
25,20,75,40,35,35,44.5
25,20,75,40,35,35,44.5
25,20,75,35,30,35,44.5
25,20,75,35,30,35,44.5
25,20,75,35,30,35,44.5
25,20,75,35,30,35,44.0
25,20,75,35,30,35,43.5
25,20,75,35,30,35,43.25
25,20,75,30,25,35,42.75
20,15,75,30,25,35,42.75
20,15,75,30,25,35,42.5
20,15,75,30,25,35,41.5
20,15,75,30,25,35,39.25
20,15,75,30,25,35,38.25
15,10,75,30,25,35,38.25
15,10,75,30,25,35,38.25
15,10,75,30,25,35,38.25
15,10,75,30,25,35,37.75
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,65,25,20,30,35.0
15,10,65,25,20,30,35.0
15,10,65,20,15,25,35.0
15,10,65,20,15,25,35.0
10,5,65,20,15,25,35.0
10,5,65,20,15,25,35.0
10,5,65,20,15,25,33.5
10,5,65,15,10,20,33.5
