Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
70,75,80,65,70,60,79.25
65,70,80,65,70,60,75.0
65,70,75,65,70,60,75.0
65,70,75,65,70,60,74.25
65,70,75,65,70,60,73.0
65,70,75,65,70,60,73.0
60,65,75,65,70,60,71.25
60,65,75,65,70,60,71.25
60,65,75,65,70,60,70.75
60,65,75,65,70,60,70.0
60,65,75,65,70,60,70.0
60,65,75,65,70,60,69.0
55,60,75,65,70,60,69.0
55,60,75,65,70,60,68.75
55,60,75,65,70,60,67.75
55,60,75,65,70,60,67.75
55,60,75,65,70,60,67.75
55,60,75,65,70,60,64.75
55,60,75,65,70,60,64.75
55,60,75,65,70,60,64.75
55,60,75,60,65,55,64.75
55,60,75,60,65,55,64.5
50,55,75,60,65,55,64.5
50,55,75,60,65,55,63.75
50,55,75,60,65,55,63.75
50,55,75,60,65,55,63.5
50,55,75,60,65,55,63.5
50,55,75,60,65,55,61.75
50,45,75,60,65,55,59.25
45,40,70,60,65,55,58.5
45,40,70,55,60,50,58.5
45,40,70,55,60,50,58.5
45,40,70,55,60,50,58.5
45,40,70,55,60,50,58.5
45,40,70,55,60,50,58.25
45,40,70,55,60,50,57.25
45,40,70,55,60,50,57.25
45,40,70,55,50,45,57.25
45,40,70,55,50,45,57.25
45,40,70,50,45,40,56.5
45,40,70,50,45,40,55.25
45,40,70,45,40,35,54.25
45,40,70,45,40,35,54.25
40,35,70,45,40,35,53.25
40,35,70,45,40,35,53.0
40,35,70,45,40,35,53.0
40,35,70,45,40,35,52.25
40,35,70,45,40,35,52.0
40,35,70,45,40,35,51.75
40,35,70,45,40,35,51.25
40,35,70,40,35,30,50.75
35,30,70,40,35,30,50.0
35,30,70,40,35,30,49.5
35,30,70,40,35,30,49.5
35,30,70,40,35,30,49.0
35,30,70,40,35,30,48.75
35,30,70,40,35,30,48.75
35,30,70,40,35,30,48.75
35,30,70,40,35,30,48.0
35,30,70,35,30,25,48.0
35,30,70,35,30,25,47.75
35,30,70,35,30,25,47.0
30,25,70,35,30,25,45.5
25,20,70,35,30,25,39.5
25,20,70,35,30,25,38.75
25,20,70,35,30,25,38.75
25,20,70,35,30,25,38.75
25,20,70,35,30,25,38.75
25,20,70,35,30,25,38.0
25,20,70,35,30,25,37.5
25,20,70,35,30,25,36.75
25,20,70,30,25,20,36.75
25,20,70,30,25,20,36.75
20,15,70,30,25,20,35.75
20,15,70,30,25,20,35.5
20,15,65,30,25,20,34.5
20,15,65,30,25,20,34.5
20,15,65,30,25,20,34.5
20,15,65,30,25,20,34.5
20,15,65,30,25,20,34.0
20,15,65,25,20,15,33.25
20,15,65,25,20,15,33.25
20,15,65,25,20,15,33.25
20,15,65,25,20,15,33.25
20,15,65,25,20,15,33.25
20,15,65,25,20,15,32.5
20,15,65,25,20,15,32.5
15,10,65,25,20,15,31.5
15,10,65,25,20,15,31.5
15,10,65,25,20,15,31.0
15,10,65,25,20,15,31.0
15,10,65,25,20,15,31.0
15,10,65,20,15,10,31.0
15,10,65,20,15,10,30.25
15,10,65,20,15,10,30.25
15,10,65,20,15,10,30.25
15,10,65,20,15,10,30.25
15,10,65,20,15,10,30.25
15,10,65,20,15,10,30.25
15,10,60,15,10,5,30.25
