Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,80,75,75,86.75
85,80,90,80,75,75,86.75
85,80,90,80,75,75,86.75
80,75,90,80,75,75,84.5
80,75,90,80,75,75,84.5
80,75,90,80,75,75,84.5
80,75,85,80,75,75,83.75
80,75,85,80,75,75,83.75
80,75,85,80,75,75,83.75
80,75,85,80,75,75,83.75
80,75,85,80,75,75,83.75
80,75,85,80,75,75,83.75
80,75,85,80,75,75,83.75
80,75,85,75,70,70,83.75
75,70,85,75,70,70,81.5
75,70,85,35,30,30,81.5
75,70,85,35,30,30,81.5
75,70,85,30,25,25,81.5
75,70,85,30,25,25,80.75
75,70,85,30,25,25,80.5
75,70,85,30,25,25,80.5
75,70,85,30,25,25,80.5
75,70,85,25,20,20,79.75
70,65,85,25,20,20,78.25
70,65,85,25,20,20,78.25
70,65,85,25,20,20,78.25
70,65,85,25,20,20,78.25
70,65,85,25,20,20,78.25
70,65,85,25,20,20,78.25
70,65,85,25,20,20,78.25
70,65,85,25,20,20,78.25
70,65,85,20,15,15,78.25
70,65,85,20,15,15,78.25
70,65,80,20,15,15,78.25
70,65,80,20,15,15,77.5
70,65,80,20,15,15,77.5
70,65,80,20,15,15,77.5
70,65,80,20,15,15,77.5
70,65,80,20,15,15,77.5
70,65,80,20,15,15,77.5
70,65,80,20,15,15,77.5
70,65,80,20,15,15,77.5
70,65,80,20,15,15,77.5
70,65,80,15,10,10,76.0
65,60,80,15,10,10,75.25
65,60,80,15,10,10,75.25
65,60,80,15,10,10,75.25
65,60,80,15,10,10,75.25
65,60,80,15,10,10,75.25
65,60,80,15,10,10,74.75
65,60,75,15,10,10,73.25
65,60,75,15,10,10,72.5
65,60,75,15,10,10,72.5
65,60,75,15,10,10,72.5
65,60,75,15,10,10,72.5
65,60,75,15,10,10,72.5
65,60,75,15,10,10,72.5
65,60,75,15,10,10,72.5
65,60,75,15,10,10,72.5
65,60,75,15,10,10,72.5
60,55,75,15,10,10,70.25
60,55,75,15,10,10,68.25
60,55,75,15,10,10,68.25
60,55,75,15,10,10,68.25
60,55,75,15,10,10,67.5
60,55,70,15,10,10,67.5
60,55,70,15,10,10,67.5
60,55,70,15,10,10,67.5
55,50,70,15,10,10,66.0
55,50,70,15,10,10,65.25
55,50,70,15,10,10,63.25
55,50,65,15,10,10,62.5
50,45,65,15,10,10,60.25
50,45,65,10,10,10,60.25
50,45,65,10,10,10,60.25
50,45,60,10,10,10,57.5
45,40,60,10,10,10,55.25
15,10,55,10,10,10,25.0
15,10,55,10,10,10,24.25
15,10,50,10,10,10,22.25
15,10,50,10,10,10,22.25
15,10,50,10,10,10,22.25
15,10,50,10,10,10,22.25
15,10,50,10,10,10,22.25
15,10,50,10,10,10,22.25
10,5,50,10,10,10,20.0
10,5,50,10,10,10,20.0
10,5,50,10,10,10,20.0
10,5,50,10,10,10,20.0
10,5,50,10,10,10,20.0
10,5,50,10,10,10,20.0
10,5,50,10,10,10,20.0
10,5,50,10,10,10,18.75
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
