comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Evo y Lara usan la misma estrategia el mismo discurso de odio y de victimizarse,70,65,85,15,10,10,78.25,-1
"JAMÁS PUEDEN SER IGUALES LARA ES DE PROFESIÓN ABOGADO, Y EVO ES UN CAMPESINO QUE NO HABLA AYMARA.",65,60,80,20,15,15,73.25,-1
"Claro son diferentes evo es pedófilo y lara no, pero en sus discursos son iguales.",70,65,85,15,10,10,78.25,-1
Evo es un antisocial,75,70,80,10,10,10,80.75,-1
La misma 💩,80,75,85,10,10,10,83.75,-1
Parecen gemelos a los 2 se les movió la teja y más cínicos,70,65,80,15,10,10,77.5,-1
Si los dos son masistas jajaja,65,60,75,20,15,15,72.5,-1
Tienen el mismo discurso...,60,55,70,25,20,20,67.5,-1
Ellos no son del MAS son los NULOS,55,50,65,30,25,25,62.5,0
Son la misma 💩💩💩💩,80,75,85,10,10,10,83.75,-1
Jajaja se parecen,60,55,70,25,20,20,67.5,-1
Pero...son iguales 😉,60,55,70,25,20,20,67.5,-1
Comunista a la cárcel y punto,75,70,85,10,10,10,81.5,-1
"Son.lo mismo,.solo que lara version blanco",65,60,80,15,10,10,75.25,-1
Jaja cuánta sabiduría loza a tu jefecito nadie le gana.,10,5,50,85,80,80,18.0,1
Ambos viven en la misma ignorancia que no ven la realidad de NUETRA AMADA BOLIVIA,15,10,50,80,75,75,22.25,1
Claro que no se parecen evo quebró Bolivia...,65,60,85,15,10,10,76.0,-1
Pero que de bueno iso Evo jajajaja,45,40,60,35,30,30,55.25,0
"PERO SI SON IDÉNTICOS, PARECEN CLONADOS",70,65,85,15,10,10,78.25,-1
Raro que no esté saliendo Evo diciéndo 😵‍💫 voto Nolo,55,50,75,25,20,20,66.0,0
Claro Evo es más experto en corrupción Pero no le falta mucho a Lara de ser su pupilo,60,55,75,25,20,20,68.25,-1
Nadie no podrán igualarse al Evo el Evo ha sido mejor presidente de Bolivia...,50,45,65,30,25,25,60.25,0
Tampoco hay por qué nombrar a un enfermo,55,50,70,25,20,20,65.25,0
Que le molesta a este sr.loza si no es igual por que habla su conciencia no le deja dormir,15,10,55,75,70,70,25.0,1
Igual las ratas masistas van a votar por el PDC,75,70,85,10,10,10,81.5,-1
Son iguales en lo atrevidos qué son! En que son hechos a los humildes...,65,60,80,15,10,10,75.25,-1
Vamos ...Paz y Lara...💚💛❤️,10,5,50,80,75,75,20.0,1
Los dos son recorosos,70,65,75,20,15,15,74.75,-1
PAZ Y LARA PRESIDENTE DE BOLIVIAAAAAAA!!!,10,5,55,85,80,80,18.75,1
Si no sirven para nada los dos,70,65,80,15,10,10,77.5,-1
No lo sé Rick parece falso,50,45,65,30,25,25,60.25,0
Es Masista el Lara y punto repite como loro 🦜...,75,70,85,10,10,10,81.5,-1
Jajaja....LARA = EVO,70,65,85,15,10,10,78.25,-1
Jamas,50,45,60,35,30,30,57.5,0
"Si como no, y lo que dice los masistas y Lara nosotros le creemos...",55,50,70,30,25,25,63.25,0
Ambos locos por poder......,70,65,80,15,10,10,77.5,-1
Bien gracias por información Leonardo,10,5,50,80,75,75,20.0,1
Son igualitos,65,60,75,20,15,15,72.5,-1
Son la misma mmmmmmmm.!!,80,75,85,10,10,10,83.75,-1
Es mejor ho duele,15,10,50,75,70,70,24.25,1
Losa deja pue que se defienda tu hombre carajo...,70,65,85,15,10,10,78.25,-1
Este si es un inepto y OPA igual que Lari.,75,70,85,10,10,10,81.5,-1
Si son la misma rata asqierosa,80,75,85,10,10,10,83.75,-1
Ignorancia,60,55,70,25,20,20,67.5,-1
Claro está lejos por ahora evo es violador a niñas,85,80,90,10,10,10,86.75,-1
Obviamente no hay comparación Evo es un pedófilo,85,80,90,10,10,10,86.75,-1
No aceptan la realidad.,50,45,65,30,25,25,60.25,0
Por culpa de Evo Morales abra la segunda vuelta...,60,55,75,25,20,20,68.25,-1
Son iguales de burros,70,65,80,15,10,10,77.5,-1
En la !Gnor4nci4 son como dos gotas de agua suci4 jjajajajaja,65,60,75,20,15,15,72.5,-1
La misma kk,80,75,85,10,10,10,83.75,-1
Gemelos dementes .,65,60,75,20,15,15,72.5,-1
"Parecen clonados por canallas...vividores ,cínicos ...son identicos",70,65,85,15,10,10,78.25,-1
Llokhalla de mmmm callate masiburro apremde hablar español en en CEMA,75,70,80,15,10,10,79.75,-1
Llocalla. Lanve votas. Llorón te. Espera. Chochoco,65,60,75,20,15,15,72.5,-1
Red uno y otros son capitalistas y siempre hablaran mal del indio,70,65,85,15,10,10,78.25,-1
Jamás puede ser Lara higual a evo porque evo es ratero maliante,80,75,90,10,10,10,84.5,-1
Son la misma M,80,75,85,10,10,10,83.75,-1
Paz Lara Presidente,10,5,50,80,75,75,20.0,1
"Claro, no hay ningún parentesco, no es como si ambos hablarán en tercera persona...",15,10,50,80,75,75,22.25,1
"DIOS SALVE A BOLIVIA , AMÉN",10,5,50,85,80,80,18.0,1
Este tipo me revienta más hígado maldito coolooo,70,65,85,15,10,10,78.25,-1
Cómo van a comparar una llama con un toro o es lo mismo,65,60,75,20,15,15,72.5,-1
Todos los laris en contacto unidos x siempre,10,5,50,80,75,75,20.0,1
Estará ciego y sordo entonces,65,60,80,15,10,10,75.25,-1
El otro es blanco y el otro es negro es esa la diferencia solo eso,15,10,50,80,75,75,22.25,1
Son las mmmmm,70,65,85,15,10,10,78.25,-1
Uno es caca negra hedionda y el otro es diarrea amarilla y el más es cacacha seca,80,75,85,10,10,10,83.75,-1
Cual MAS ???,65,60,75,20,15,15,72.5,-1
