Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
80,75,85,70,60,55,83.75
80,75,85,70,60,55,83.75
80,75,85,70,60,55,83.75
80,75,85,65,60,55,83.75
80,75,85,65,60,55,83.75
75,70,85,65,60,55,81.5
75,70,85,65,60,55,81.5
75,70,85,65,60,55,81.5
75,70,85,65,60,55,81.5
75,70,85,65,60,55,81.5
75,70,85,55,50,45,81.5
75,70,85,55,50,45,81.5
75,70,85,55,50,45,81.5
75,70,85,55,50,45,81.5
70,65,85,55,50,45,79.25
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,55,50,45,78.5
70,65,80,15,10,15,78.5
65,60,80,10,10,10,76.25
65,60,80,10,10,10,76.25
65,60,80,10,10,10,76.25
65,60,80,10,10,10,76.25
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,75.5
65,60,75,10,10,10,74.75
60,55,75,10,10,10,73.25
60,55,75,10,10,10,73.25
60,55,75,10,10,10,73.25
60,55,75,10,10,10,73.25
60,55,75,10,10,10,73.25
60,55,75,10,10,10,73.25
60,55,75,10,10,10,73.25
60,55,75,10,10,10,72.5
60,55,75,10,10,10,71.75
60,55,75,10,10,10,71.0
15,10,75,10,10,10,34.25
15,10,75,10,10,10,34.25
15,10,75,10,10,10,34.25
15,10,75,10,10,10,34.25
15,10,75,10,10,10,34.25
15,10,75,10,10,10,34.25
15,10,75,10,10,10,34.25
15,10,75,10,10,10,34.25
15,10,75,10,10,10,34.25
10,5,75,10,10,10,34.25
10,5,75,10,10,10,34.25
10,5,70,10,10,10,34.25
10,5,70,10,10,10,34.25
10,5,70,10,10,10,34.25
10,5,70,10,10,10,34.25
10,5,70,10,10,10,33.5
10,5,70,10,10,10,33.5
10,5,65,10,10,10,33.5
10,5,55,10,10,10,30.5
10,5,55,10,10,10,30.5
10,5,55,10,10,10,30.5
10,5,55,10,10,10,29.5
10,5,55,10,10,10,29.5
10,5,55,10,10,10,29.5
10,5,55,10,10,10,29.5
10,5,55,10,10,10,29.5
10,5,55,10,10,10,29.5
10,5,55,10,10,10,28.5
10,5,50,10,10,10,28.5
10,5,50,10,10,10,28.5
10,5,50,10,10,10,27.25
