Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
80,85,90,55,50,50,86.25
75,80,90,55,50,50,84.0
75,80,85,55,50,45,84.0
75,80,85,55,50,45,82.0
70,75,85,50,45,45,79.75
70,75,85,45,40,45,79.75
70,75,85,45,40,45,79.75
70,75,85,40,35,45,79.0
70,75,85,40,35,45,78.5
70,75,85,40,35,40,78.25
70,70,85,40,35,40,77.5
70,70,85,40,35,40,76.75
65,70,85,35,30,40,76.5
65,70,85,35,30,40,76.25
65,70,80,35,30,40,76.25
65,70,80,35,30,40,76.25
65,70,80,35,30,40,76.0
65,70,80,35,30,40,76.0
65,70,80,35,30,35,75.75
65,70,80,30,25,35,75.5
65,70,80,30,25,35,75.5
65,70,80,30,25,35,75.5
65,65,80,30,25,35,75.0
65,65,80,30,25,35,74.5
60,65,80,30,25,35,74.0
60,65,80,30,25,35,73.25
60,65,80,30,25,35,73.25
60,65,80,30,25,35,73.25
60,65,80,30,25,35,73.25
60,65,80,30,25,35,73.25
60,65,80,30,25,35,73.25
60,65,80,25,20,30,72.5
60,65,80,25,20,30,72.5
60,65,75,25,20,30,72.5
60,65,75,25,20,30,72.5
60,65,75,25,20,30,72.5
60,65,75,25,20,30,72.5
60,65,75,25,20,30,71.5
60,65,75,25,20,30,71.25
60,60,75,25,20,30,71.25
60,60,75,25,20,30,70.5
60,60,75,25,20,30,70.25
60,60,75,25,20,30,70.0
60,60,75,25,20,30,69.25
55,60,75,25,20,30,68.25
55,55,75,25,20,30,68.25
55,55,75,25,20,30,68.25
55,55,75,20,20,25,68.25
55,55,75,20,20,25,68.0
55,55,75,20,15,25,67.75
55,55,75,20,15,25,67.75
55,55,75,20,15,25,67.25
55,55,75,20,15,25,66.5
55,55,75,20,15,25,66.5
55,55,75,20,15,25,66.5
55,55,75,20,15,25,66.0
55,50,75,20,15,25,66.0
55,50,75,20,15,25,66.0
55,50,75,20,15,25,65.75
55,50,75,20,15,25,65.75
50,50,75,20,15,25,65.75
50,50,75,20,15,25,65.75
50,50,75,20,15,25,65.75
50,50,75,15,15,25,64.75
50,50,70,15,15,25,64.75
50,50,70,15,15,20,64.75
50,45,70,15,15,20,63.5
50,45,70,15,15,20,62.75
50,45,70,15,10,20,60.75
50,45,70,15,10,20,60.75
45,40,70,15,10,20,60.0
45,40,70,15,10,20,59.75
45,40,70,15,10,20,59.25
45,40,70,15,10,20,59.25
45,40,70,15,10,20,59.25
45,40,70,15,10,20,58.5
45,40,70,15,10,20,58.5
45,40,70,15,10,20,58.5
45,40,70,15,10,20,58.5
45,40,70,15,10,20,58.5
45,40,70,15,10,20,57.75
40,35,70,15,10,20,54.25
40,35,70,15,10,20,54.25
40,35,70,15,10,20,54.25
40,35,70,15,10,20,53.5
40,35,70,15,10,20,53.5
40,35,70,10,10,20,53.5
40,35,70,10,10,20,53.5
35,30,70,10,10,20,50.0
35,30,65,10,10,15,49.25
35,30,65,10,10,15,49.25
35,30,65,10,5,15,48.75
35,30,65,10,5,15,48.5
35,30,65,10,5,15,48.5
35,30,65,10,5,15,44.25
30,25,65,10,5,15,44.25
30,25,65,10,5,15,44.0
25,20,65,5,5,15,41.75
20,15,65,5,5,15,37.75
20,15,65,5,0,10,37.75
