Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
65,70,80,75,75,70,73.75
60,65,75,75,75,70,70.75
60,65,75,70,75,65,70.0
55,60,75,70,70,65,68.5
55,60,75,70,70,65,67.75
55,60,75,65,70,60,67.75
55,60,75,65,70,60,67.0
55,60,75,65,65,60,67.0
55,60,75,65,65,60,67.0
55,60,75,65,65,60,67.0
55,60,70,60,65,55,66.5
55,60,70,60,65,55,65.75
50,55,70,60,65,55,65.5
50,55,70,60,65,55,64.75
50,55,70,60,65,55,64.75
50,55,70,60,65,55,64.75
50,55,70,60,65,55,64.75
50,55,70,60,65,55,64.25
50,55,70,60,65,55,63.5
50,55,70,60,65,55,63.5
50,55,70,60,65,55,62.75
50,55,70,60,65,55,62.75
45,40,70,60,65,55,58.5
45,40,70,60,65,55,58.5
45,40,70,55,60,50,58.5
45,40,70,55,60,50,58.5
45,40,70,55,60,50,58.5
45,40,70,50,45,40,58.5
45,40,70,50,45,40,58.5
45,40,70,45,40,35,58.0
45,40,70,45,40,35,57.25
45,40,70,45,40,35,57.25
45,40,65,45,40,35,56.5
45,40,65,45,40,35,56.5
45,40,65,45,40,35,56.5
45,40,65,45,40,35,56.25
45,40,65,45,40,35,56.25
45,40,65,45,40,35,56.25
40,35,65,45,40,35,55.25
40,35,65,40,35,30,54.5
40,35,65,40,35,30,54.25
40,35,65,40,35,30,54.25
40,35,65,40,35,30,54.25
40,35,65,40,35,30,54.25
40,35,65,40,35,30,54.25
40,35,65,40,35,30,54.0
40,35,65,40,35,30,53.25
40,35,65,40,35,30,53.0
40,35,65,40,35,30,53.0
40,35,65,40,35,30,52.25
35,30,65,35,30,25,52.25
35,30,65,35,30,25,52.0
35,30,65,35,30,25,52.0
35,30,65,35,30,25,52.0
35,30,65,35,30,25,52.0
35,30,65,35,30,25,52.0
35,30,65,35,30,25,50.0
35,30,65,35,30,25,50.0
35,30,65,35,30,25,50.0
35,30,65,35,30,25,50.0
35,30,65,35,30,25,49.5
35,30,65,35,30,25,49.25
35,30,65,35,30,25,49.0
35,30,65,35,30,25,48.75
35,30,65,35,30,25,48.0
35,30,65,35,30,25,48.0
30,25,65,35,30,25,48.0
30,25,65,30,25,20,45.75
30,25,65,30,25,20,45.75
30,25,65,30,25,20,45.75
30,25,65,30,25,20,43.75
30,25,65,30,25,20,43.5
25,20,65,30,25,20,41.5
25,20,65,30,25,20,39.5
25,20,65,30,25,20,39.5
25,20,65,30,25,20,38.75
25,20,65,30,25,20,37.5
25,20,65,30,25,20,36.0
25,20,65,30,25,20,34.5
25,20,65,30,25,20,34.5
25,20,65,30,25,20,34.5
20,15,65,30,25,20,34.5
20,15,65,30,25,20,34.5
20,15,65,30,25,20,34.5
20,15,65,30,25,20,33.75
20,15,65,25,20,15,33.0
20,15,65,25,20,15,31.5
20,15,65,25,20,15,31.5
20,15,65,25,20,15,31.5
20,15,60,25,20,15,31.5
20,15,60,25,20,15,31.5
20,15,60,25,20,15,31.5
15,10,60,25,20,15,31.5
15,10,60,25,20,15,30.25
15,10,60,25,20,15,30.25
15,10,55,25,20,15,30.0
15,10,55,25,20,15,30.0
15,10,55,25,20,15,28.75
15,10,55,25,20,15,27.5
15,10,55,25,20,15,26.75
