comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Todo copia de Libre,",35,30,65,35,30,25,52.0,0
"Se copio propuestas de otros candidatos ✍🏼pero que cosa va auditar, si sus aliados son Lucho Arce y Evo, tienen un pacto de impunidad ✍🏼",50,55,75,30,25,20,64.25,0
Mis respetos el gran valiente hombre Fé en Dios nomás este mundo de maldad siempre dirán puro calumnias difamas la última palabra solo Dios lo tiene que Dios les cuide les proteja de tanta maldad,15,10,60,70,75,65,26.75,1
Es lo que Tuto dijo en anteriores entrevistas. Se nota que es fan de Tuto ✅😊,30,25,65,50,45,40,43.75,0
"Sin ser nada todavía, este ya quiere cambiar todo.",40,35,65,35,30,25,54.25,0
Jajaja sea a copiado esas ideas jejeje,40,35,65,30,25,20,56.25,0
No sabe ni que va hacer con su vida pero con el País,45,40,65,30,25,20,58.5,0
Solo es bueno para copiar propuestas y discursos de otros,45,40,65,30,25,20,58.5,0
Que termine toda esta pesadilla yaaa por favor 🙏🙏🙏,35,30,65,45,40,35,48.0,0
Ponganle un bosal al opa bipolar,55,60,65,25,20,15,67.0,-1
Que proponga lo que quiera....yo votaré por tuto,25,20,70,55,60,50,38.75,0
Muy bien a ganar sr a dicho,20,15,65,60,65,55,33.75,0
Este es un gran pacpaco,50,55,65,25,20,15,64.75,0
🇧🇴⚠️⚠️⚠️,25,20,65,45,40,35,43.5,0
Tuto tuto presidente,15,10,70,65,70,60,30.25,1
"Y si cierra la boca un día por lo menos, talvez pueda mejorar su reputación",45,40,65,35,30,25,56.5,0
Muy bien exelente,15,10,65,60,65,55,31.5,1
"Propuestas de ultimo momento, improvisado",40,35,65,35,30,25,54.25,0
Que más desea su corazón con su barita mágica talvez lo logre lo dudo ja ja,45,40,65,30,25,20,58.5,0
Paz y lara al poder,20,15,70,60,65,55,34.5,0
Auditoria a lara,35,30,65,40,35,30,50.0,0
"Este sr. Aprendió todo lo malo, Dios salvanos de este tipo",45,40,70,35,30,25,57.25,0
Es un bruto pónganle 0 a este lara lary,55,60,65,25,20,15,67.0,-1
Lari en el país de las maravillas,40,35,65,30,25,20,56.25,0
