Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
85,80,90,85,80,80,86.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
80,75,85,85,80,80,83.75
75,70,85,85,80,80,81.5
75,70,85,85,80,80,80.5
75,70,85,85,80,80,80.5
75,70,85,85,80,80,80.5
75,70,85,85,80,80,80.5
75,70,85,85,80,80,80.5
75,70,85,85,80,80,80.5
75,70,85,85,80,80,80.5
70,65,80,85,80,80,78.5
70,65,80,85,80,80,77.5
70,65,80,80,75,75,77.5
70,65,80,80,75,75,77.5
70,65,80,80,75,75,77.5
70,65,80,80,75,75,77.5
70,65,80,80,75,75,77.5
70,65,80,80,75,75,77.5
70,65,80,80,75,75,77.5
70,65,80,80,75,75,77.5
65,60,75,80,75,75,72.5
65,60,75,80,75,75,72.5
65,60,75,80,75,75,72.5
65,60,75,20,15,15,72.5
65,60,75,20,15,15,72.5
15,10,55,20,15,15,23.0
15,10,55,20,15,15,23.0
15,10,55,20,15,15,23.0
15,10,55,15,10,10,23.0
15,10,55,15,10,10,23.0
15,10,55,15,10,10,23.0
15,10,55,15,10,10,23.0
15,10,55,15,10,10,23.0
15,10,55,15,10,10,23.0
15,10,55,15,10,10,22.25
15,10,50,15,10,10,22.25
15,10,50,15,10,10,21.0
10,5,50,15,10,10,18.0
10,5,50,15,10,10,18.0
10,5,50,15,10,10,18.0
10,5,50,15,10,10,18.0
10,5,50,15,10,10,18.0
10,5,50,15,10,10,18.0
10,5,50,15,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
10,5,50,10,10,10,18.0
