Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
75,80,85,60,55,45,80.0
70,75,85,60,55,45,79.0
65,70,85,60,55,45,76.75
65,70,85,60,55,45,76.25
65,70,85,60,55,45,75.0
60,65,80,60,55,45,72.75
60,65,80,60,55,45,72.0
60,65,80,60,55,45,72.0
60,65,80,60,55,45,72.0
60,65,80,60,55,45,72.0
60,65,80,60,55,45,71.25
55,60,80,60,55,45,67.75
55,60,80,60,55,45,67.75
55,60,80,60,55,45,67.75
55,60,80,60,55,45,67.0
55,60,80,60,55,45,66.5
55,55,80,60,55,45,66.25
55,55,80,60,55,45,65.75
55,55,80,60,55,45,65.0
50,50,80,60,55,45,64.75
50,50,75,60,55,45,64.0
50,50,75,60,55,45,64.0
50,45,75,60,55,45,62.25
45,40,75,60,55,45,62.0
45,40,75,60,55,45,58.5
45,40,75,60,55,45,58.5
45,40,75,60,55,45,58.5
45,40,75,60,55,45,58.5
45,40,75,60,55,45,57.75
40,35,75,60,55,45,56.25
40,35,75,60,55,45,56.25
40,35,75,60,55,45,56.25
40,35,75,60,55,45,56.25
40,35,75,60,55,45,55.0
40,35,75,55,50,45,54.75
35,30,75,55,50,45,49.25
35,30,75,55,50,45,49.25
35,30,75,55,50,45,49.25
30,25,75,55,50,45,47.0
25,20,75,55,50,45,43.75
25,20,75,55,50,45,43.25
25,20,75,55,50,45,43.25
25,20,75,55,50,45,43.0
25,20,75,55,50,40,43.0
25,20,75,55,50,40,43.0
25,20,75,55,50,40,43.0
25,20,75,55,50,40,42.25
25,20,75,55,50,40,42.25
25,20,75,55,50,40,42.25
25,20,75,55,50,40,41.75
20,15,75,55,50,40,39.25
20,15,75,50,45,40,39.25
20,15,75,50,45,40,39.25
20,15,75,50,45,40,39.25
20,15,75,50,45,40,39.25
20,15,75,50,45,40,39.25
20,15,75,50,45,40,39.25
20,15,75,50,45,40,39.25
20,15,75,50,45,40,39.25
20,15,75,45,40,40,39.25
20,15,75,45,40,40,39.25
20,15,75,45,40,40,39.25
20,15,75,40,35,40,39.25
20,15,75,40,35,40,38.75
20,15,75,40,35,40,38.5
15,10,75,35,30,40,35.75
15,10,75,30,25,35,35.75
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,30,25,35,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,75,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,65,20,15,25,35.0
15,10,65,15,15,20,33.5
15,10,65,15,10,20,33.5
15,10,65,10,10,20,33.5
15,10,65,10,5,15,33.5
