Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
75,80,85,60,55,45,81.25
70,75,85,60,55,45,77.75
70,75,85,60,55,45,77.75
65,70,85,60,55,45,75.5
65,70,80,60,55,45,74.75
65,70,80,60,55,45,74.25
60,65,80,60,55,45,72.0
60,65,80,60,55,45,72.0
60,65,80,60,55,45,72.0
60,65,80,60,55,45,71.25
60,65,80,60,55,45,70.5
55,60,80,60,55,45,69.0
55,60,80,60,55,45,68.5
55,60,80,60,55,45,67.75
55,60,80,60,55,45,67.75
55,60,80,60,55,45,67.75
55,60,80,60,55,45,67.75
55,60,80,60,55,45,67.0
55,55,80,60,55,45,65.75
55,55,80,55,50,45,65.5
55,55,80,55,50,45,65.5
50,55,80,55,50,45,65.5
50,55,80,55,50,45,65.5
50,55,80,55,50,45,65.5
50,55,80,55,50,45,65.5
50,55,80,55,50,45,64.75
50,50,75,55,50,45,64.5
50,50,75,55,50,45,64.0
50,50,75,50,45,45,63.75
50,45,75,50,45,40,60.75
45,40,75,50,45,40,59.25
45,40,75,50,45,40,59.25
45,40,75,50,45,40,59.25
45,40,75,45,40,40,58.5
45,40,75,45,40,40,58.5
45,40,75,45,40,40,58.5
45,40,75,45,40,40,58.5
45,40,75,45,40,40,58.5
45,40,75,40,35,40,58.5
45,40,75,40,35,40,58.5
45,40,75,40,35,40,58.5
45,40,75,40,35,40,58.5
45,40,75,40,35,40,57.75
45,40,75,35,30,40,56.5
40,35,75,35,30,40,56.25
40,35,75,35,30,40,56.25
40,35,75,35,30,40,56.25
40,35,75,35,30,40,55.75
40,35,75,35,30,40,55.0
40,35,75,35,30,40,54.25
40,35,75,35,30,40,54.25
40,35,75,35,30,40,54.25
40,35,75,35,30,40,54.25
40,35,75,35,30,40,53.5
40,35,75,30,25,35,53.5
40,35,75,30,25,35,53.5
35,30,75,30,25,35,51.25
35,30,75,30,25,35,50.0
35,30,75,30,25,35,50.0
35,30,75,30,25,35,49.25
35,30,75,30,25,35,49.25
35,30,75,30,25,35,49.25
30,25,75,30,25,35,47.75
30,25,75,30,25,35,46.25
30,25,75,30,25,35,45.5
30,25,75,30,25,35,44.75
25,20,75,30,25,35,43.75
25,20,75,30,25,35,43.25
25,20,75,30,25,35,43.0
25,20,75,30,25,35,43.0
25,20,75,30,25,35,43.0
25,20,75,30,25,35,43.0
20,15,75,30,25,35,39.25
20,15,75,25,20,30,39.25
20,15,75,25,20,30,39.25
20,15,75,25,20,30,39.25
20,15,75,25,20,30,39.25
20,15,75,25,20,30,39.25
20,15,75,25,20,30,39.25
20,15,75,25,20,30,39.25
20,15,75,25,20,30,37.75
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,25,20,30,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,70,20,15,25,35.0
15,10,65,20,15,25,35.0
15,10,65,15,15,20,35.0
15,10,65,15,10,20,33.5
15,10,65,15,10,20,33.5
15,10,65,15,10,20,33.5
15,10,65,10,10,20,33.5
