Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
90,85,95,80,65,60,89.75
85,80,90,70,60,55,86.75
80,75,90,70,60,55,84.5
80,75,90,65,60,55,84.5
80,75,85,65,60,55,83.75
75,70,85,65,55,55,81.5
75,70,85,65,55,50,81.5
75,70,85,60,50,45,81.5
75,70,85,60,50,45,81.5
75,70,85,60,50,45,80.75
75,70,85,60,50,45,80.75
75,70,85,55,50,45,80.5
70,65,85,55,50,45,78.5
70,65,85,55,50,45,78.5
70,65,80,55,50,45,78.25
70,65,80,55,50,45,77.75
70,65,80,55,50,45,77.0
65,60,80,55,50,45,77.0
65,60,80,55,50,45,76.25
65,60,80,55,50,45,76.25
65,60,80,55,50,45,75.5
65,60,80,55,50,45,75.5
65,60,80,55,50,45,73.75
60,55,80,55,50,45,73.0
60,55,75,55,50,45,72.5
60,55,75,55,50,45,72.25
60,55,75,55,50,45,72.25
60,55,75,55,50,45,71.5
60,55,75,55,50,45,71.5
55,50,75,55,50,45,69.25
55,50,75,55,50,45,67.5
55,50,75,55,50,45,66.75
55,50,75,55,50,45,66.25
55,50,75,55,50,45,66.0
55,50,75,55,50,45,65.5
55,50,75,55,50,45,64.75
55,50,75,55,50,45,64.75
55,50,75,55,50,45,64.25
50,45,75,55,50,45,64.0
50,45,75,55,50,45,63.25
45,40,75,55,50,45,61.75
45,40,75,55,50,45,60.5
45,40,75,55,50,45,58.75
45,40,75,55,45,40,58.0
45,40,75,55,45,40,57.25
40,35,75,55,45,40,57.0
40,35,75,55,45,40,53.0
40,35,75,55,45,40,51.25
40,35,75,55,45,40,49.25
35,30,75,50,45,40,46.25
35,30,75,50,40,40,45.0
35,30,75,50,40,40,42.5
30,25,75,45,40,35,41.0
30,25,75,35,30,35,40.5
25,20,75,30,25,30,36.75
20,15,75,25,20,25,36.0
15,10,75,25,20,25,36.0
15,10,75,25,20,25,35.25
15,10,70,25,20,25,34.75
15,5,70,25,20,25,34.5
10,5,70,25,20,25,34.25
10,5,70,25,20,25,34.25
10,5,70,25,20,25,34.25
10,5,70,20,20,25,34.25
10,5,70,20,20,25,34.25
10,5,70,20,20,20,34.25
10,5,70,20,20,20,34.25
10,5,70,20,15,20,34.25
10,5,70,20,15,20,34.25
10,5,70,20,15,20,34.25
10,5,70,15,15,10,34.25
10,5,70,15,10,10,34.25
10,5,70,15,10,10,34.25
10,5,70,15,10,10,34.25
10,5,70,15,10,10,34.25
10,5,70,15,10,10,34.25
10,5,65,15,10,10,34.25
10,5,65,15,10,10,34.25
10,5,65,15,10,10,34.25
10,5,65,15,10,10,34.25
10,5,65,10,10,10,34.25
10,5,65,10,10,10,34.25
10,5,65,10,10,10,34.25
10,5,65,10,10,10,34.25
10,5,65,10,10,10,34.25
10,5,65,10,10,10,34.0
10,5,65,10,10,10,34.0
10,5,65,10,10,10,33.5
10,5,65,10,10,10,33.5
10,5,65,10,10,10,33.5
10,5,65,10,10,10,33.5
10,5,60,10,10,10,33.5
10,5,60,10,10,10,33.5
10,5,60,10,10,10,32.75
10,5,55,10,10,10,32.75
10,5,55,10,10,10,32.75
10,5,55,10,10,10,30.75
10,5,55,10,10,10,27.25
10,5,55,10,10,10,25.0
10,5,50,10,10,10,23.75
