Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
85,85,90,70,75,60,89.0
85,85,90,60,60,50,87.25
80,85,90,60,55,45,87.25
80,80,90,60,55,45,87.0
80,80,90,60,55,45,85.5
80,80,90,60,55,45,84.25
75,80,90,60,55,45,83.25
75,80,90,55,55,45,82.0
75,80,90,55,55,45,82.0
75,75,90,55,50,45,82.0
75,75,90,55,50,40,81.75
70,75,90,55,50,40,81.25
70,75,85,55,50,40,79.5
70,75,85,55,50,40,78.5
70,70,85,55,50,40,78.5
70,70,85,55,50,40,78.5
70,70,85,55,45,40,78.5
70,70,85,55,45,40,78.5
70,70,85,55,45,40,78.25
70,70,85,55,45,40,77.75
70,70,85,55,45,40,77.5
65,65,85,55,45,35,76.75
65,65,85,55,45,35,76.25
65,65,85,55,45,35,75.75
65,65,85,55,45,35,75.75
65,65,85,55,45,35,75.5
65,65,85,55,45,35,74.75
65,65,85,55,45,35,74.25
65,65,85,50,45,35,73.5
65,65,85,50,45,35,73.5
65,65,85,50,45,35,73.25
60,65,85,50,40,35,73.0
60,60,85,40,35,35,72.5
60,60,80,35,35,35,72.5
60,60,80,35,35,35,71.25
60,60,80,30,30,35,71.25
60,60,80,30,30,35,71.25
60,60,80,30,25,35,70.5
60,60,80,30,25,35,70.0
60,55,80,30,25,35,69.25
60,55,80,30,25,35,69.25
55,55,80,25,25,35,68.25
55,55,80,25,25,35,68.25
55,55,80,25,25,30,68.25
55,55,80,25,20,30,67.75
55,55,80,25,20,30,67.25
55,50,75,25,20,30,67.0
55,50,75,25,20,30,66.5
55,50,75,25,20,30,65.75
55,50,75,25,20,30,65.75
55,50,75,25,20,30,65.75
55,50,75,25,20,30,65.5
50,50,75,20,20,30,64.75
50,50,75,20,20,30,64.5
50,45,75,20,20,30,63.75
50,45,75,20,20,25,63.75
50,45,75,20,20,25,63.0
50,45,75,20,20,25,63.0
50,45,75,20,20,25,62.0
45,40,75,20,20,25,61.25
45,40,75,20,20,25,60.75
45,40,75,20,20,25,58.5
45,40,75,20,20,25,58.5
45,40,75,20,15,25,57.75
45,40,75,20,15,25,57.0
40,35,75,20,15,25,53.5
40,35,75,15,15,25,53.5
35,30,75,15,15,25,47.75
30,25,75,15,15,25,44.25
30,25,75,15,15,25,43.75
25,20,75,15,15,25,43.0
25,20,75,15,15,25,43.0
25,20,75,15,15,25,41.5
25,20,75,15,15,25,40.25
25,20,70,15,15,20,40.25
20,15,70,15,15,20,40.25
20,15,70,15,15,20,40.25
20,15,70,15,15,20,40.25
20,15,70,15,15,20,40.25
20,15,70,10,15,20,40.25
20,15,70,10,15,20,40.25
20,15,70,10,15,20,40.25
20,15,70,10,15,20,40.25
20,15,70,10,10,20,40.25
20,15,70,10,10,20,40.25
20,15,70,10,10,20,40.25
20,15,70,10,10,20,40.25
20,15,70,10,10,20,40.0
20,15,70,10,10,15,39.25
20,15,70,10,10,15,39.25
20,15,65,5,10,15,38.5
20,15,65,5,10,15,38.0
20,15,65,5,10,15,37.75
15,10,65,5,10,15,36.75
15,10,65,5,10,15,35.0
15,10,65,5,5,15,35.0
15,10,65,5,5,15,34.25
15,10,65,5,5,10,33.5
15,10,60,5,0,10,33.5
10,5,60,0,0,10,25.75
