Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
60,65,90,55,80,55,72.0
55,60,90,55,75,50,69.25
55,60,90,55,75,50,68.5
55,60,85,55,75,50,68.5
45,50,85,55,75,50,61.5
45,50,85,55,75,50,60.5
45,45,85,55,75,50,60.0
45,45,85,55,75,50,59.25
45,45,85,55,75,50,58.0
40,40,85,55,75,50,57.75
40,40,85,55,75,50,57.25
40,40,85,50,75,50,57.0
40,40,85,50,70,50,56.75
40,35,85,50,70,50,55.25
40,35,85,50,70,45,55.25
40,35,85,50,70,45,55.25
40,35,85,50,70,45,55.25
40,35,85,50,70,45,53.75
40,35,85,50,70,45,53.5
40,35,85,50,70,45,53.25
35,35,85,50,70,45,52.5
35,35,85,50,70,45,52.5
35,35,85,50,70,45,52.25
35,35,85,50,70,45,51.75
35,30,85,50,70,45,51.5
35,30,85,50,65,45,51.5
35,30,85,50,65,45,51.25
35,30,85,50,65,45,51.25
35,30,85,50,65,45,51.0
35,30,85,50,65,45,51.0
35,30,85,50,65,45,51.0
35,30,85,50,65,45,50.75
35,30,85,45,65,45,50.5
30,30,85,45,65,45,50.5
30,30,85,45,65,45,50.25
30,30,85,45,65,40,49.0
30,25,85,45,65,40,48.75
30,25,85,45,65,40,48.75
30,25,85,45,65,40,48.75
30,25,85,45,65,40,48.25
30,25,85,45,65,40,48.25
30,25,85,45,65,40,47.5
30,25,85,45,65,40,47.25
30,25,85,45,60,40,46.75
30,25,85,45,60,40,46.75
30,25,85,45,60,40,46.0
30,25,85,45,60,40,46.0
25,20,85,45,60,40,45.75
25,20,80,40,60,40,45.75
25,20,80,40,60,40,45.5
25,20,80,40,60,40,45.25
25,20,80,40,60,40,45.25
25,20,80,40,60,35,44.0
25,20,80,40,60,35,44.0
25,20,80,40,60,35,43.5
25,20,80,40,55,35,43.5
25,20,80,40,55,35,43.25
25,20,80,40,55,35,43.0
25,20,80,40,55,35,42.75
25,20,80,40,55,35,42.75
25,20,80,40,55,35,42.5
25,20,80,40,55,35,42.5
25,20,80,40,55,35,42.25
25,20,80,40,55,35,42.0
20,15,80,40,55,35,41.75
20,15,80,40,55,35,41.25
20,15,80,40,55,35,41.25
20,15,80,35,55,35,40.5
20,15,80,35,50,35,40.5
20,15,80,35,50,35,40.5
20,15,80,35,50,35,40.5
20,15,80,35,50,35,40.25
20,15,80,35,50,35,39.75
20,15,80,35,50,35,39.75
20,15,80,35,50,35,39.75
20,15,80,35,50,35,39.5
20,15,80,35,45,35,39.25
20,15,75,35,45,35,39.25
20,15,75,35,45,35,39.0
20,15,75,35,45,35,38.5
20,15,75,35,45,30,38.25
20,15,75,35,45,30,38.0
20,15,75,35,45,30,37.0
20,15,75,35,45,30,36.25
15,10,75,30,45,30,36.25
15,10,75,30,45,30,36.0
15,10,75,30,40,30,35.75
15,10,75,30,40,30,35.75
15,10,75,30,40,30,35.5
15,10,75,30,40,30,35.0
15,10,75,30,40,30,35.0
15,10,75,30,35,25,34.75
15,10,75,30,35,25,34.75
15,10,75,30,35,25,34.5
15,10,75,25,30,25,34.25
15,10,75,20,25,20,33.5
15,10,70,20,25,20,33.5
15,10,70,20,25,20,33.0
15,10,70,15,20,15,32.75
