Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
75,80,80,70,75,65,81.5
70,75,75,65,70,60,78.0
65,70,75,65,70,60,75.0
65,70,75,65,70,60,75.0
65,70,75,65,70,60,75.0
65,70,75,65,70,60,73.0
60,65,75,65,70,60,71.25
60,65,75,65,70,60,71.25
60,65,75,65,70,60,70.75
60,65,75,65,70,60,70.75
60,65,75,65,70,60,70.75
60,65,75,65,70,60,70.75
60,65,75,65,70,60,70.0
55,60,75,65,70,60,69.0
55,60,75,65,70,60,69.0
55,60,75,65,70,60,69.0
55,60,75,65,70,60,68.5
55,60,75,65,70,60,68.5
55,60,75,65,65,55,68.5
55,60,75,60,65,55,67.75
55,60,75,60,65,55,67.75
55,60,75,60,65,55,67.75
55,60,75,60,60,55,67.75
55,60,75,55,60,50,67.75
55,60,75,55,50,45,67.75
55,60,75,55,50,45,67.0
55,60,75,55,50,45,66.25
55,55,75,50,45,40,65.5
50,55,75,45,40,35,65.5
50,55,75,45,40,35,65.5
50,55,75,45,40,35,64.75
50,55,75,45,40,35,64.75
50,55,75,45,40,35,64.75
50,55,75,40,35,30,64.25
50,55,75,40,35,30,63.75
50,55,75,40,35,30,63.5
50,50,75,40,35,30,60.5
50,45,75,40,35,30,60.5
45,40,70,40,35,30,60.0
45,40,70,40,35,30,60.0
45,40,70,40,35,30,60.0
45,40,70,40,35,30,60.0
45,40,70,35,30,25,59.25
45,40,70,35,30,25,58.5
45,40,70,35,30,25,58.0
45,40,70,35,30,25,57.75
45,40,70,35,30,25,57.5
45,40,70,35,30,25,57.25
45,40,70,35,30,25,57.25
45,40,70,35,30,25,57.25
40,35,70,35,30,25,57.0
40,35,70,35,30,25,56.25
40,35,70,30,25,20,56.25
40,35,70,30,25,20,56.25
40,35,70,30,25,20,56.25
40,35,70,30,25,20,55.75
40,35,70,30,25,20,54.25
40,35,70,30,25,20,54.25
40,35,70,30,25,20,54.25
40,35,70,30,25,20,53.25
40,35,70,30,25,20,52.25
35,30,70,30,25,20,52.0
35,30,70,30,25,20,50.0
35,30,70,30,25,20,50.0
35,30,70,30,25,20,50.0
35,30,70,30,25,20,48.75
35,30,70,25,20,15,47.0
35,30,70,25,20,15,47.0
35,30,70,25,20,15,46.75
35,30,70,25,20,15,45.5
30,25,70,25,20,15,45.5
30,25,65,25,20,15,45.5
30,25,65,25,20,15,44.75
25,20,65,25,20,15,42.75
25,20,65,25,20,15,39.75
25,20,65,25,20,15,39.75
20,15,65,25,20,15,39.5
20,15,65,25,20,15,38.5
20,15,65,25,20,15,35.25
20,15,65,25,20,15,35.25
20,15,65,25,20,15,35.25
20,15,65,25,20,15,32.25
15,10,65,25,20,15,31.25
15,10,65,25,20,15,31.0
15,10,65,25,20,15,31.0
15,10,65,25,20,15,31.0
15,10,65,25,20,15,31.0
15,10,65,25,20,15,31.0
15,10,65,25,20,15,31.0
15,10,65,25,20,15,31.0
15,10,65,20,15,10,30.25
15,10,65,20,15,10,30.25
10,5,65,20,15,10,28.0
10,5,65,20,15,10,28.0
10,5,60,20,15,10,28.0
10,5,60,20,15,10,28.0
10,5,60,20,15,10,28.0
10,5,60,20,15,10,28.0
10,5,55,20,15,10,28.0
10,5,55,15,10,5,28.0
