Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
100.0,90.0,90.0,55.0,80.0,50.0,93.5
100.0,90.0,90.0,55.0,70.0,50.0,93.5
90.0,90.0,90.0,50.0,50.0,40.0,92.5
90.0,90.0,90.0,20.0,10.0,30.0,91.0
90.0,90.0,90.0,20.0,10.0,15.0,91.0
90.0,90.0,90.0,20.0,10.0,15.0,91.0
90.0,90.0,90.0,15.0,10.0,10.0,91.0
90.0,90.0,90.0,10.0,10.0,10.0,90.0
90.0,90.0,90.0,10.0,10.0,10.0,89.75
90.0,90.0,90.0,10.0,10.0,10.0,89.75
90.0,90.0,90.0,10.0,10.0,10.0,89.75
90.0,90.0,90.0,10.0,10.0,10.0,89.5
90.0,90.0,90.0,10.0,10.0,10.0,89.0
90.0,90.0,90.0,10.0,10.0,5.0,88.75
90.0,90.0,90.0,10.0,10.0,5.0,88.5
90.0,90.0,90.0,10.0,10.0,5.0,88.25
90.0,90.0,90.0,10.0,10.0,5.0,86.75
90.0,90.0,90.0,10.0,10.0,5.0,86.75
90.0,90.0,90.0,10.0,10.0,5.0,86.75
90.0,90.0,85.0,10.0,10.0,5.0,86.5
85.0,90.0,85.0,10.0,10.0,5.0,85.5
85.0,90.0,85.0,10.0,10.0,5.0,85.5
85.0,90.0,85.0,10.0,10.0,5.0,85.5
85.0,90.0,85.0,10.0,10.0,5.0,85.5
85.0,90.0,85.0,5.0,5.0,5.0,85.5
85.0,90.0,85.0,5.0,5.0,5.0,85.5
85.0,90.0,85.0,5.0,5.0,5.0,85.5
85.0,90.0,85.0,5.0,5.0,5.0,85.5
85.0,90.0,85.0,5.0,5.0,5.0,85.5
85.0,90.0,80.0,5.0,5.0,5.0,85.0
85.0,90.0,80.0,5.0,5.0,5.0,84.75
85.0,90.0,80.0,5.0,5.0,5.0,84.25
85.0,90.0,80.0,5.0,5.0,5.0,84.0
85.0,90.0,80.0,5.0,5.0,5.0,84.0
80.0,90.0,80.0,5.0,5.0,5.0,83.75
80.0,90.0,80.0,5.0,5.0,5.0,83.75
80.0,90.0,80.0,5.0,5.0,5.0,83.5
80.0,90.0,80.0,5.0,5.0,5.0,83.0
80.0,90.0,80.0,5.0,5.0,5.0,83.0
80.0,90.0,80.0,5.0,5.0,5.0,83.0
80.0,90.0,80.0,5.0,5.0,5.0,83.0
80.0,90.0,80.0,5.0,5.0,5.0,83.0
80.0,90.0,80.0,5.0,5.0,5.0,81.5
80.0,90.0,80.0,5.0,5.0,5.0,81.5
80.0,85.0,75.0,5.0,5.0,5.0,81.5
80.0,85.0,75.0,5.0,5.0,5.0,81.5
80.0,85.0,75.0,5.0,5.0,5.0,81.25
80.0,85.0,75.0,5.0,5.0,5.0,81.25
80.0,85.0,75.0,5.0,5.0,5.0,81.25
80.0,85.0,75.0,5.0,5.0,5.0,81.25
80.0,85.0,75.0,5.0,5.0,5.0,81.25
80.0,85.0,70.0,5.0,5.0,5.0,81.25
80.0,85.0,70.0,5.0,5.0,5.0,81.25
80.0,85.0,70.0,5.0,5.0,5.0,81.0
80.0,85.0,70.0,5.0,5.0,5.0,80.75
