Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
90.0,95.0,90.0,90.0,80.0,50.0,91.0
90.0,95.0,90.0,80.0,80.0,40.0,89.25
90.0,90.0,90.0,80.0,80.0,30.0,88.0
90.0,90.0,90.0,70.0,80.0,30.0,88.0
90.0,90.0,90.0,70.0,80.0,25.0,87.0
90.0,90.0,90.0,70.0,80.0,25.0,86.0
90.0,90.0,90.0,60.0,80.0,20.0,86.0
90.0,90.0,90.0,60.0,80.0,15.0,86.0
90.0,90.0,90.0,55.0,80.0,15.0,86.0
90.0,90.0,90.0,50.0,50.0,15.0,86.0
90.0,90.0,90.0,50.0,40.0,15.0,85.75
90.0,90.0,85.0,30.0,40.0,15.0,85.5
90.0,90.0,85.0,30.0,40.0,15.0,85.0
90.0,90.0,80.0,30.0,40.0,15.0,85.0
90.0,90.0,80.0,30.0,40.0,15.0,85.0
90.0,90.0,80.0,30.0,40.0,15.0,85.0
90.0,90.0,80.0,30.0,40.0,15.0,85.0
90.0,90.0,80.0,30.0,40.0,15.0,85.0
90.0,90.0,80.0,30.0,40.0,15.0,85.0
90.0,90.0,80.0,30.0,40.0,15.0,84.5
90.0,90.0,80.0,30.0,40.0,15.0,84.0
90.0,90.0,80.0,30.0,40.0,15.0,84.0
90.0,90.0,80.0,30.0,40.0,15.0,84.0
90.0,90.0,80.0,30.0,40.0,15.0,84.0
90.0,90.0,80.0,30.0,40.0,15.0,84.0
90.0,90.0,80.0,30.0,30.0,15.0,84.0
90.0,90.0,80.0,30.0,30.0,15.0,84.0
90.0,90.0,80.0,30.0,30.0,15.0,84.0
90.0,90.0,80.0,30.0,30.0,15.0,83.5
90.0,90.0,80.0,25.0,30.0,10.0,83.5
90.0,90.0,80.0,25.0,25.0,10.0,83.5
90.0,90.0,80.0,25.0,25.0,10.0,83.5
90.0,90.0,80.0,25.0,25.0,10.0,83.5
90.0,90.0,80.0,25.0,20.0,10.0,83.5
90.0,90.0,80.0,20.0,20.0,10.0,83.5
90.0,90.0,80.0,20.0,20.0,10.0,83.5
90.0,90.0,80.0,20.0,20.0,10.0,83.5
90.0,90.0,80.0,20.0,15.0,10.0,83.5
90.0,90.0,80.0,20.0,15.0,10.0,83.5
90.0,90.0,80.0,20.0,15.0,10.0,83.5
90.0,90.0,80.0,20.0,15.0,10.0,83.5
